<>	1	2	3	4	5	6	7	8	9	10	11	12	
B	1.1977	1.3795	1.3886	1.4093	1.5214	1.4921	1.4831	1.3904	1.4774	1.4724	1.486	1.3653	
C	1.1081	1.4744	1.4015	1.3983	1.5237	1.4479	1.4878	1.3815	1.4626	1.4624	1.4978	1.4483	
D	1.4124	1.6624	1.5211	1.4018	1.4444	1.4968	1.4935	1.3363	1.4771	1.4672	1.4885	1.4237	
E	1.1639	1.3553	1.1311	1.1546	1.2008	1.4329	1.2433	0.79974	1.0464	1.032	0.80988	1.3156	
F	1.1851	1.327	1.0634	1.262	1.1941	1.4308	1.3573	0.98828	1.1442	1.0297	0.80514	1.3703	
G	1.2064	1.3534	0.97334	1.282	1.1734	1.4332	1.3798	0.92628	1.1133	1.0434	1.213	1.3068	
H	1.2495	1.3502	1.2384	1.3105	1.1331	1.4057	1.3022	1.1829	1.2937	1.1372	0.8349	1.3157	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.98678	1.3116	1.2734	1.3389	1.4514	1.3253	1.277	1.2935	1.4346	1.5037	1.4506	1.0946	
B	1.1901	1.3788	1.385	1.4092	1.5224	1.4905	1.4836	1.391	1.4773	1.4735	1.4884	1.3658	
C	1.0858	1.4747	1.3886	1.3982	1.5246	1.4332	1.4883	1.3807	1.4616	1.4624	1.4977	1.4485	
D	1.4148	1.6663	1.5224	1.402	1.4392	1.5019	1.4909	1.3374	1.4774	1.4684	1.4908	1.42	
E	1.1546	1.3569	1.1293	1.1464	1.2019	1.4279	1.2389	0.79442	1.0434	1.0523	0.79742	1.3164	
F	1.1931	1.3297	1.0769	1.2741	1.1952	1.3742	1.3585	0.96448	1.1477	1.0397	0.79704	1.3703	
G	1.2188	1.3535	1.0348	1.2871	1.1747	1.4369	1.3782	0.92444	1.1183	1.046	1.2096	1.3072	
H	1.2562	1.3521	1.2369	1.3132	1.144	1.3659	1.3041	1.1936	1.2939	1.1352	0.83476	1.3168	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.95738	1.2968	1.2507	1.3349	1.451	1.3204	1.2422	1.2915	1.432	1.4998	1.45	1.0544	
B	1.1722	1.376	1.3753	1.4082	1.5228	1.4893	1.4848	1.3913	1.4777	1.4738	1.4888	1.3639	
C	1.0598	1.4764	1.3818	1.398	1.5241	1.4046	1.4849	1.3808	1.4606	1.4613	1.4995	1.448	
D	1.4161	1.6709	1.5252	1.3996	1.4359	1.5047	1.4887	1.3361	1.4757	1.4681	1.4919	1.4207	
E	1.1476	1.3552	1.1338	1.149	1.2025	1.4098	1.2407	0.79058	1.0604	1.0019	0.79254	1.3148	
F	1.1975	1.3304	1.0811	1.271	1.1952	1.3503	1.3622	0.95238	1.1489	1.0311	0.7903	1.3701	
G	1.2152	1.3514	1.0229	1.2882	1.1693	1.4312	1.3793	0.92098	1.1214	1.039	1.2081	1.3087	
H	1.2631	1.3493	1.2208	1.3101	1.1363	1.348	1.307	1.2016	1.2942	1.132	0.83176	1.3137	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.9265	1.2852	1.2271	1.3291	1.4533	1.3119	1.2216	1.2915	1.4316	1.4959	1.4492	1.0171	
B	1.1633	1.3723	1.3735	1.4075	1.5214	1.4886	1.4844	1.392	1.4766	1.4754	1.4889	1.3644	
C	1.0386	1.4761	1.3858	1.3975	1.5248	1.3679	1.4849	1.3798	1.4606	1.4613	1.5015	1.4482	
D	1.4174	1.6739	1.528	1.3999	1.4334	1.5087	1.4879	1.3366	1.4762	1.4698	1.4927	1.4191	
E	1.1518	1.3565	1.1346	1.1624	1.2006	1.3914	1.253	0.78638	1.1172	1.0155	0.78456	1.3179	
F	1.205	1.3332	1.0822	1.2787	1.1964	1.3388	1.3628	0.95122	1.1836	1.0441	0.7801	1.3708	
G	1.2217	1.3585	1.0333	1.2951	1.1657	1.4345	1.3776	0.92172	1.1248	1.0637	1.2052	1.3113	
H	1.2611	1.3515	1.223	1.3111	1.1532	1.3277	1.3018	1.2126	1.2932	1.1369	0.82278	1.318	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.8934	1.2663	1.2087	1.3197	1.4551	1.3051	1.2007	1.2884	1.4305	1.4966	1.4467	0.97534	
B	1.1495	1.3705	1.3736	1.4062	1.5214	1.4854	1.4822	1.3919	1.4745	1.4762	1.49	1.3632	
C	1.0164	1.4755	1.3794	1.3965	1.5244	1.3887	1.4819	1.3801	1.4589	1.4621	1.5034	1.4481	
D	1.4191	1.6776	1.5305	1.3986	1.4328	1.5039	1.4836	1.3365	1.4753	1.4707	1.4937	1.4178	
E	1.1691	1.3577	1.1345	1.1757	1.2009	1.386	1.2556	0.78214	1.1229	1.0241	0.77902	1.3234	
F	1.2134	1.3361	1.0799	1.2912	1.1979	1.2795	1.3661	0.94084	1.1733	1.0558	0.77134	1.3742	
G	1.227	1.3611	1.029	1.2998	1.166	1.4272	1.3801	0.91942	1.1278	1.0788	1.2037	1.3183	
H	1.259	1.3529	1.2257	1.3116	1.1664	1.2828	1.3109	1.2215	1.2978	1.1377	0.81704	1.3244	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.85614	1.2419	1.1829	1.311	1.4557	1.2919	1.174	1.2896	1.4282	1.4953	1.4484	0.93364	
B	1.1345	1.3664	1.3654	1.4036	1.5209	1.485	1.4796	1.3929	1.4729	1.477	1.4894	1.3627	
C	0.98258	1.4769	1.3508	1.3946	1.5251	1.3392	1.4783	1.3805	1.4589	1.4628	1.5039	1.4492	
D	1.4224	1.6818	1.5321	1.3965	1.4312	1.5064	1.4811	1.3372	1.477	1.4705	1.4948	1.4183	
E	1.1881	1.3544	1.1274	1.1847	1.1994	1.3947	1.2661	0.78322	1.1527	1.0359	0.77136	1.3197	
F	1.2017	1.3335	1.084	1.2826	1.1978	1.2983	1.367	0.95112	1.2034	1.0612	0.76202	1.3721	
G	1.2211	1.36	1.033	1.2945	1.1663	1.4188	1.3803	0.91774	1.1427	1.0999	1.2004	1.3163	
H	1.2539	1.3495	1.2313	1.309	1.1601	1.3437	1.3082	1.2302	1.2978	1.1396	0.80454	1.318	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.82224	1.2149	1.1597	1.2973	1.4575	1.2836	1.1327	1.2884	1.4274	1.4917	1.4478	0.89504	
B	1.1151	1.3664	1.3602	1.4026	1.5077	1.4838	1.477	1.3924	1.474	1.4802	1.4906	1.3627	
C	0.94482	1.4779	1.3238	1.3926	1.5247	1.3599	1.4771	1.3806	1.459	1.4638	1.5051	1.4511	
D	1.4247	1.6864	1.5355	1.3949	1.429	1.4834	1.479	1.338	1.4775	1.4742	1.4961	1.4191	
E	1.2058	1.352	1.129	1.1829	1.1984	1.4295	1.2729	0.7772	1.1984	1.0465	0.76666	1.3166	
F	1.1909	1.3316	1.0853	1.273	1.197	1.2393	1.3667	0.96938	1.2253	1.0675	0.75486	1.3718	
G	1.2083	1.3596	1.0725	1.2912	1.1658	1.4262	1.3821	0.91852	1.1834	1.1155	1.1983	1.3139	
H	1.2582	1.3499	1.2152	1.3054	1.2138	1.3597	1.328	1.2419	1.2996	1.1395	0.79274	1.3162	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.79164	1.1895	1.1365	1.2807	1.458	1.2726	1.0985	1.2878	1.4272	1.4891	1.447	0.86242	
B	1.096	1.3615	1.3556	1.3987	1.5068	1.4787	1.4745	1.3932	1.4746	1.486	1.4909	1.36	
C	0.9124	1.4767	1.3922	1.3905	1.5252	1.3687	1.4744	1.3807	1.4589	1.463	1.5065	1.4508	
D	1.4266	1.6904	1.5353	1.3942	1.426	1.4325	1.4773	1.3363	1.4758	1.4764	1.4976	1.4185	
E	1.2295	1.3521	1.1249	1.2021	1.1997	1.4271	1.281	0.7736	1.2336	1.0536	0.76648	1.3166	
F	1.1969	1.3324	1.0873	1.2765	1.1977	1.2641	1.3676	0.97444	1.2356	1.0791	0.73806	1.3716	
G	1.2195	1.361	1.0779	1.2931	1.1667	1.4272	1.381	0.91798	1.2296	1.123	1.1964	1.3147	
H	1.263	1.349	1.2059	1.3063	1.161	1.3188	1.3285	1.2474	1.3	1.1424	0.7806	1.3149	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.74198	1.1592	1.1112	1.262	1.4584	1.255	1.0608	1.2857	1.4241	1.4868	1.4469	0.83004	
B	1.0775	1.361	1.3504	1.3969	1.5065	1.4743	1.4717	1.3916	1.4747	1.4926	1.4909	1.3596	
C	0.88956	1.477	1.364	1.3883	1.5256	1.3463	1.4701	1.3809	1.4576	1.4632	1.5063	1.4518	
D	1.4294	1.6938	1.5358	1.391	1.4272	1.3678	1.4729	1.3373	1.4767	1.4725	1.4965	1.4181	
E	1.2467	1.3522	1.1237	1.2142	1.2016	1.4258	1.2893	0.77392	1.2573	1.0613	0.77322	1.323	
F	1.2136	1.3324	1.1103	1.2859	1.1976	1.2758	1.3674	0.99196	1.2493	1.106	0.73662	1.374	
G	1.2372	1.3624	1.0779	1.2966	1.1638	1.4217	1.3845	0.91478	1.2659	1.1282	1.1956	1.3193	
H	1.278	1.3492	1.1973	1.3057	1.1741	1.3213	1.3163	1.2515	1.3001	1.1401	0.7735	1.3187	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.6878	1.1363	1.0853	1.2425	1.4563	1.2388	1.0274	1.2874	1.4216	1.4856	1.4451	0.78238	
B	1.0576	1.3534	1.3439	1.3956	1.5069	1.4552	1.4705	1.3638	1.4739	1.4912	1.492	1.3547	
C	0.86134	1.4779	1.3406	1.3874	1.5254	1.4409	1.4667	1.3809	1.4575	1.4636	1.507	1.4566	
D	1.4314	1.6982	1.5364	1.3901	1.4247	1.3126	1.4702	1.3375	1.4755	1.4784	1.4975	1.4187	
E	1.2604	1.3525	1.1231	1.209	1.1998	1.425	1.2955	0.77116	1.2717	1.0679	0.8287	1.3246	
F	1.2343	1.331	1.1097	1.2868	1.1966	1.2605	1.3693	0.99538	1.2468	1.0969	0.74054	1.3759	
G	1.2487	1.3621	1.0825	1.2974	1.164	1.4259	1.3839	0.91134	1.2703	1.1226	1.1954	1.3207	
H	1.2911	1.3507	1.173	1.3061	1.1676	1.3278	1.312	1.258	1.3012	1.1396	0.76594	1.3214	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.644	1.1081	1.0576	1.223	1.4548	1.2196	0.96916	1.2885	1.4221	1.4845	1.4444	0.72814	
B	1.0409	1.3537	1.3344	1.3948	1.5075	1.448	1.4712	1.3619	1.4741	1.4949	1.4896	1.3565	
C	0.82236	1.4784	1.3193	1.385	1.5262	1.4583	1.4619	1.382	1.4569	1.4655	1.508	1.433	
D	1.4343	1.7019	1.5376	1.3855	1.4209	1.3176	1.469	1.3392	1.4769	1.4824	1.4983	1.4178	
E	1.267	1.3523	1.1209	1.206	1.2041	1.4234	1.3014	0.76916	1.2931	1.0703	0.879	1.3249	
F	1.245	1.3306	1.1098	1.2829	1.1944	1.2837	1.3705	1.0206	1.2587	1.1177	0.74286	1.3756	
G	1.2578	1.3601	1.0865	1.297	1.1648	1.4187	1.3852	0.91148	1.2621	1.1258	1.1953	1.3196	
H	1.2965	1.351	1.1739	1.3038	1.1709	1.3347	1.3096	1.2597	1.303	1.1397	0.75962	1.3183	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.59378	1.0737	1.0257	1.1959	1.4521	1.1906	0.91232	1.2868	1.4213	1.4823	1.4443	0.67454	
B	1.0215	1.3548	1.3233	1.3909	1.5092	1.4238	1.4716	1.3618	1.4751	1.4954	1.4859	1.3529	
C	0.78974	1.4785	1.3012	1.3836	1.5255	1.453	1.4587	1.383	1.4549	1.4673	1.5064	1.4302	
D	1.437	1.7057	1.5382	1.3815	1.4182	1.3159	1.465	1.3386	1.476	1.4822	1.4989	1.417	
E	1.2751	1.352	1.1243	1.2319	1.2031	1.4256	1.305	0.76266	1.3108	1.0769	1.0267	1.3276	
F	1.2592	1.3296	1.118	1.2921	1.1937	1.267	1.3684	1.0282	1.2527	1.1305	0.83034	1.376	
G	1.2682	1.3621	1.0801	1.2977	1.1622	1.4229	1.386	0.90366	1.2505	1.1323	1.1941	1.3215	
H	1.2982	1.3517	1.1561	1.3042	1.1843	1.3494	1.3008	1.2606	1.3013	1.1391	0.75034	1.3205	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.541	1.035	0.99222	1.1642	1.4465	1.1277	0.86076	1.2822	1.4204	1.4786	1.4424	0.62896	
B	0.99656	1.3559	1.3074	1.388	1.5081	1.3985	1.4611	1.3602	1.4731	1.4906	1.4843	1.3485	
C	0.76388	1.4784	1.2868	1.3815	1.5258	1.383	1.4581	1.383	1.4548	1.4671	1.5085	1.4294	
D	1.4385	1.709	1.5397	1.381	1.4173	1.2927	1.4612	1.3393	1.4765	1.4812	1.4948	1.4175	
E	1.2741	1.3488	1.1222	1.2164	1.2023	1.4242	1.3087	0.75806	1.3158	1.0816	1.075	1.3234	
F	1.2606	1.3242	1.1132	1.2822	1.195	1.2659	1.3698	1.0496	1.2514	1.1335	0.83578	1.3755	
G	1.2733	1.3591	1.0907	1.2958	1.1602	1.4171	1.3869	0.90146	1.2745	1.1334	1.1927	1.3175	
H	1.2992	1.3503	1.1447	1.3022	1.1716	1.3519	1.3041	1.2656	1.3028	1.1384	0.74632	1.3179	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.48202	0.9999	0.96224	1.1264	1.4409	1.0791	0.80026	1.2827	1.4195	1.479	1.442	0.58138	
B	0.96716	1.3532	1.2977	1.3853	1.5077	1.3815	1.46	1.3616	1.4746	1.492	1.4847	1.3436	
C	0.73014	1.4785	1.2794	1.3782	1.5251	1.4381	1.4555	1.3841	1.4507	1.4683	1.5081	1.426	
D	1.4418	1.713	1.5391	1.3766	1.4145	1.3351	1.4558	1.3397	1.48	1.4821	1.4932	1.4153	
E	1.2818	1.348	1.1236	1.2555	1.2032	1.4188	1.3156	0.75696	1.3291	1.1208	1.1548	1.3283	
F	1.2738	1.3254	1.1162	1.2892	1.194	1.2875	1.3679	1.0641	1.2825	1.15	0.87608	1.3769	
G	1.2819	1.3601	1.0935	1.2973	1.1604	1.4175	1.3882	0.9039	1.2698	1.1516	1.1931	1.3218	
H	1.3019	1.3522	1.1645	1.3018	1.1933	1.3742	1.2987	1.269	1.3042	1.1389	0.74058	1.32	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.43904	0.9679	0.92404	1.0908	1.4314	0.99882	0.72894	1.2812	1.4163	1.4765	1.4418	0.52792	
B	0.93196	1.3494	1.2847	1.3829	1.5089	1.3329	1.4579	1.3627	1.4726	1.4907	1.488	1.3439	
C	0.69598	1.479	1.2753	1.3762	1.5264	1.4393	1.4535	1.3852	1.4485	1.4699	1.5084	1.4263	
D	1.4444	1.7154	1.5397	1.3738	1.4154	1.4504	1.4573	1.3426	1.4784	1.4819	1.4998	1.4148	
E	1.2849	1.3464	1.1239	1.255	1.2042	1.4169	1.3149	0.7524	1.3239	1.1132	1.1712	1.3281	
F	1.2747	1.3249	1.1196	1.2897	1.1918	1.288	1.3702	1.0806	1.2882	1.1486	0.8702	1.3764	
G	1.2814	1.3592	1.091	1.2937	1.1585	1.4183	1.3884	0.89516	1.2461	1.1477	1.1934	1.3212	
H	1.3015	1.3533	1.1465	1.3005	1.1778	1.3669	1.306	1.269	1.3036	1.1384	0.7372	1.3209	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.38418	0.90586	0.87214	1.0621	1.4234	0.90272	0.6766	1.2781	1.4185	1.4747	1.4413	0.46648	
B	0.89622	1.342	1.2716	1.38	1.5077	1.2985	1.4537	1.3622	1.4689	1.4902	1.4871	1.3376	
C	0.64622	1.479	1.268	1.3742	1.5258	1.5049	1.4512	1.3859	1.4476	1.4705	1.5089	1.4265	
D	1.4492	1.719	1.538	1.3702	1.4196	1.4016	1.4561	1.3442	1.4762	1.4806	1.4951	1.4136	
E	1.2879	1.3472	1.1241	1.2497	1.205	1.4161	1.3164	0.74504	1.3257	1.1269	1.1556	1.326	
F	1.2772	1.3258	1.1249	1.2862	1.1907	1.3498	1.3696	1.0884	1.2936	1.1541	0.87736	1.3777	
G	1.2851	1.3599	1.0989	1.2928	1.1544	1.419	1.3881	0.89274	1.257	1.1514	1.1933	1.3199	
H	1.2963	1.3549	1.1208	1.2996	1.1957	1.3633	1.3034	1.2696	1.3039	1.1398	0.73314	1.3198	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.3388	0.83562	0.81752	1.033	1.4147	0.8557	0.6057	1.2809	1.4167	1.4725	1.4402	0.41378	
B	0.87432	1.3329	1.2542	1.3769	1.508	1.3788	1.4508	1.3618	1.4692	1.4885	1.4852	1.3287	
C	0.59094	1.4801	1.2604	1.3703	1.5261	1.5415	1.4471	1.3846	1.4447	1.4704	1.5089	1.4251	
D	1.4517	1.7217	1.5393	1.3666	1.4251	1.412	1.4421	1.3444	1.4769	1.4794	1.4936	1.4117	
E	1.2885	1.3436	1.1227	1.2648	1.2043	1.4153	1.3193	0.73942	1.3312	1.1422	1.1523	1.3276	
F	1.2774	1.3229	1.1279	1.2869	1.1879	1.3336	1.3672	1.0995	1.304	1.1559	0.88864	1.3767	
G	1.2841	1.3587	1.1004	1.2919	1.1533	1.4185	1.3865	0.88824	1.2858	1.153	1.1946	1.3211	
H	1.2938	1.354	1.108	1.2972	1.1777	1.3864	1.3016	1.2698	1.3056	1.1376	0.74026	1.3195	
